Etablissement;Code_Guichet;Nom_Guichet;Rue;Complement_adresse;Ville;Code_Postal;Horaires;Infos_Complementaires;Raison_Sociale;Url_site;coordonnees_gps;ouverture_lundi;ouverture_mardi;ouverture_mercredi;ouverture_jeudi;ouverture_vendredi;ouverture_samedi;ouverture_dimanche;ouverture_lundi_matin;fermeture_lundi_matin;ouverture_lundi_apresmidi;fermeture_lundi_apresmidi;ouverture_mardi_matin;fermeture_mardi_matin;ouverture_mardi_apresmidi;fermeture_mardi_apresmidi;ouverture_mercredi_matin;fermeture_mercredi_matin;ouverture_mercredi_apresmidi;fermeture_mercredi_apresmidi;ouverture_jeudi_matin;fermeture_jeudi_matin;ouverture_jeudi_apresmidi;fermeture_jeudi_apresmidi;ouverture_vendredi_matin;fermeture_vendredi_matin;ouverture_vendredi_apresmidi;fermeture_vendredi_apresmidi;ouverture_samedi_matin;fermeture_samedi_matin;ouverture_samedi_apresmidi;fermeture_samedi_apresmidi;ouverture_dimanche_matin;fermeture_dimanche_matin;ouverture_dimanche_apresmidi;fermeture_dimanche_apresmidi
10107;00604;ST MARTIN;7, rue de la République - MARIGOT;;ST MARTIN;97150;Lu0000000000000000Ma0800121513451645Me0800121513451645Je0800121514451645Ve0800121513451645Sa0745124500000000Di0000000000000000;;BRED-Banque Populaire;https://www.bred.fr/;;Lu0000000000000000;Ma0800121513451645;Me0800121513451645;Je0800121514451645;Ve0800121513451645;Sa0745124500000000;Di0000000000000000;0000;0000;0000;0000;0800;1215;1345;1645;0800;1215;1345;1645;0800;1215;1445;1645;0800;1215;1345;1645;0745;1245;0000;0000;0000;0000;0000;0000
10107;00609;BUSSY ST GEORGES;13, rue Conrad Adenauer;Ave du Général de Gaulle;BUSSY ST GEORGES;77600;Lu0000000000000000Ma0900130014001800Me0900130014001800Je1000130014001800Ve0900130014001800Sa0900130014001700Di0000000000000000;;BRED-Banque Populaire;https://www.bred.fr/;48.837099,2.710068;Lu0000000000000000;Ma0900130014001800;Me0900130014001800;Je1000130014001800;Ve0900130014001800;Sa0900130014001700;Di0000000000000000;0000;0000;0000;0000;0900;1300;1400;1800;0900;1300;1400;1800;1000;1300;1400;1800;0900;1300;1400;1800;0900;1300;1400;1700;0000;0000;0000;0000
13807;10922;ST POL DE LEON CM;9, rue du Colombier;;ST POL DE LEON;29250;Lu0000000000000000Ma0900123014001800Me0900123014001800Je0900123015001800Ve0900123014001800Sa0900123000000000Di0000000000000000;Agence ouverte uniquement sur RDV les mercredis et jeudis après-midi.;Banque Populaire Grand Ouest;https://www.bpgo.banquepopulaire.fr/;48.685281,-3.987604;Lu0000000000000000;Ma0900123014001800;Me0900123014001800;Je0900123015001800;Ve0900123014001800;Sa0900123000000000;Di0000000000000000;0000;0000;0000;0000;0900;1230;1400;1800;0900;1230;1400;1800;0900;1230;1500;1800;0900;1230;1400;1800;0900;1230;0000;0000;0000;0000;0000;0000
13807;10917;LE CONQUET CM;6, rue du Lieutenant Jourden;;LE CONQUET;29217;Lu0000000000000000Ma0900123014001800Me0900123014001800Je0900123015001800Ve0900123014001800Sa0900123000000000Di0000000000000000;Agence ouverte uniquement sur RDV les mercredis et jeudis après-midi.;Banque Populaire Grand Ouest;https://www.bpgo.banquepopulaire.fr/;48.360204,-4.773549;Lu0000000000000000;Ma0900123014001800;Me0900123014001800;Je0900123015001800;Ve0900123014001800;Sa0900123000000000;Di0000000000000000;0000;0000;0000;0000;0900;1230;1400;1800;0900;1230;1400;1800;0900;1230;1500;1800;0900;1230;1400;1800;0900;1230;0000;0000;0000;0000;0000;0000
17807;03302;LABEGE;Rue de l'Autan;;LABEGE;31670;Lu0000000000000000Ma0830121513301735Me0830121513301735Je0830121514301735Ve0830121513301735Sa0830123000000000Di0000000000000000;Ouverture sur RDV :  Mardi Mercredi et Vendredi de 13h30 à 17h35  le Jeudi de 14h30 à 17h35;Banque Populaire Occitane;https://www.occitane.banquepopulaire.fr/;43.529821,1.53539;Lu0000000000000000;Ma0830121513301735;Me0830121513301735;Je0830121514301735;Ve0830121513301735;Sa0830123000000000;Di0000000000000000;0000;0000;0000;0000;0830;1215;1330;1735;0830;1215;1330;1735;0830;1215;1430;1735;0830;1215;1330;1735;0830;1230;0000;0000;0000;0000;0000;0000
16607;00456;AG VIAS BDP;AVENUE JEAN MANZANERA;;VIAS;34450;Lu0830120013301720Ma0830120013301720Me0830120013301720Je0000000015001720Ve0830120013301720Sa0000000000000000Di0000000000000000;Du 1er octobre au 31 mars les après-midi sur RDV;Banque Populaire du Sud;https://www.sud.banquepopulaire.fr/;43.312041,3.415974;Lu0830120013301720;Ma0830120013301720;Me0830120013301720;Je0000000015001720;Ve0830120013301720;Sa0000000000000000;Di0000000000000000;0830;1200;1330;1720;0830;1200;1330;1720;0830;1200;1330;1720;0000;0000;1500;1720;0830;1200;1330;1720;0000;0000;0000;0000;0000;0000;0000;0000
10107;00625;CAYENNE BADUEL;700, rte de Baduel;;CAYENNE;97300;Lu0745124514151700Ma0745124514151700Me0745130000000000Je0745124515151700Ve0745124514151700Sa0000000000000000Di0000000000000000;;BRED-Banque Populaire;https://www.bred.fr/;4.935637,-52.313104;Lu0745124514151700;Ma0745124514151700;Me0745130000000000;Je0745124515151700;Ve0745124514151700;Sa0000000000000000;Di0000000000000000;0745;1245;1415;1700;0745;1245;1415;1700;0745;1300;0000;0000;0745;1245;1515;1700;0745;1245;1415;1700;0000;0000;0000;0000;0000;0000;0000;0000
13807;10920;PLOUGASTEL DAOULAS CM;19, rue du Pont;;PLOUGASTEL DAOULAS;29470;Lu0000000000000000Ma0900123014001800Me0900123014001800Je0900123015001800Ve0900123014001800Sa0900123000000000Di0000000000000000;Votre agence est ouverte uniquement sur rendez-vous l'après-midi.;Banque Populaire Grand Ouest;https://www.bpgo.banquepopulaire.fr/;48.37661,-4.371164;Lu0000000000000000;Ma0900123014001800;Me0900123014001800;Je0900123015001800;Ve0900123014001800;Sa0900123000000000;Di0000000000000000;0000;0000;0000;0000;0900;1230;1400;1800;0900;1230;1400;1800;0900;1230;1500;1800;0900;1230;1400;1800;0900;1230;0000;0000;0000;0000;0000;0000
17807;07202;FONSORBES;2113, rte de Tarbes;Clos Albert 1er;FONSORBES;31470;Lu0830121500000000Ma0830121513301735Me0830121513301735Je0830121514301735Ve0830121513301735Sa0830123000000000Di0000000000000000;Horaires d'ouverture sur RDV:  Mardi, Mercredi et Vendredi 13h30 à 17h35  Jeudi de 14h30 à 17h35;Banque Populaire Occitane;https://www.occitane.banquepopulaire.fr/;43.535313,1.229186;Lu0830121500000000;Ma0830121513301735;Me0830121513301735;Je0830121514301735;Ve0830121513301735;Sa0830123000000000;Di0000000000000000;0830;1215;0000;0000;0830;1215;1330;1735;0830;1215;1330;1735;0830;1215;1430;1735;0830;1215;1330;1735;0830;1230;0000;0000;0000;0000;0000;0000
10107;00641;YVETOT;7, pl Joffre;1, rue Martin du Bellay;YVETOT;76190;Lu0000000000000000Ma0900130014001800Me0900130014001800Je1000130014001800Ve0900130014001800Sa0900130014001700Di0000000000000000;;BRED-Banque Populaire;https://www.bred.fr/;49.617566,0.754553;Lu0000000000000000;Ma0900130014001800;Me0900130014001800;Je1000130014001800;Ve0900130014001800;Sa0900130014001700;Di0000000000000000;0000;0000;0000;0000;0900;1300;1400;1800;0900;1300;1400;1800;1000;1300;1400;1800;0900;1300;1400;1800;0900;1300;1400;1700;0000;0000;0000;0000
13807;10900;AUDIERNE CM;1, rue du 14 juillet;;AUDIERNE;29770;Lu0000000000000000Ma0900123014001800Me0900123014001800Je0900123015001800Ve0900123014001800Sa0900123000000000Di0000000000000000;Votre agence est ouverte uniquement sur rendez-vous l'après-midi.;Banque Populaire Grand Ouest;https://www.bpgo.banquepopulaire.fr/;48.024415,-4.54101;Lu0000000000000000;Ma0900123014001800;Me0900123014001800;Je0900123015001800;Ve0900123014001800;Sa0900123000000000;Di0000000000000000;0000;0000;0000;0000;0900;1230;1400;1800;0900;1230;1400;1800;0900;1230;1500;1800;0900;1230;1400;1800;0900;1230;0000;0000;0000;0000;0000;0000
13807;10692;VANNES KERCADO;1, ave Winston Churchill;;VANNES;56000;Lu0000000000000000Ma0900123014001800Me0900123014001800Je0900123015001800Ve0900123014001800Sa0900123000000000Di0000000000000000;;Banque Populaire Grand Ouest;https://www.bpgo.banquepopulaire.fr/;47.648842,-2.770341;Lu0000000000000000;Ma0900123014001800;Me0900123014001800;Je0900123015001800;Ve0900123014001800;Sa0900123000000000;Di0000000000000000;0000;0000;0000;0000;0900;1230;1400;1800;0900;1230;1400;1800;0900;1230;1500;1800;0900;1230;1400;1800;0900;1230;0000;0000;0000;0000;0000;0000
17807;11404;BEAUMONT DE LOMAGNE;27, rue Nationale;;BEAUMONT DE LOMAGNE;82500;Lu0000000000000000Ma0830121513301735Me0830121513301735Je0815121514301730Ve0830121513301730Sa0830123000000000Di0000000000000000;Ouverture sur RDV :  Mardi de 8h30 à 12h15 et de 13h30 à 17h35  Mercredi et vendredi de 13h30 à 17h35  Jeudi de 8h30 à 12h15 et de 14h30 à 17h35;Banque Populaire Occitane;https://www.occitane.banquepopulaire.fr/;43.883033,0.989366;Lu0000000000000000;Ma0830121513301735;Me0830121513301735;Je0815121514301730;Ve0830121513301730;Sa0830123000000000;Di0000000000000000;0000;0000;0000;0000;0830;1215;1330;1735;0830;1215;1330;1735;0815;1215;1430;1730;0830;1215;1330;1730;0830;1230;0000;0000;0000;0000;0000;0000
16607;00467;AG BOURG SAINT ANDEOL BM;5, GRANDE RUE;;BOURG SAINT ANDEOL;07700;Lu0000000000000000Ma0830123013301730Me0830123013301730Je0830123015001730Ve0830123013301730Sa0830124500000000Di0000000000000000;;Banque Populaire du Sud;https://www.sud.banquepopulaire.fr/;44.371678,4.645616;Lu0000000000000000;Ma0830123013301730;Me0830123013301730;Je0830123015001730;Ve0830123013301730;Sa0830124500000000;Di0000000000000000;0000;0000;0000;0000;0830;1230;1330;1730;0830;1230;1330;1730;0830;1230;1500;1730;0830;1230;1330;1730;0830;1245;0000;0000;0000;0000;0000;0000
10107;00652;PARIS TERNES;5, pl Tristan Bernard;;PARIS 17;75017;Lu0000000000000000Ma0900130013451800Me0900130013451800Je1000130013451800Ve0900130013451800Sa0900130000000000Di0000000000000000;uniquement sur RDV les après-midi;BRED-Banque Populaire;https://www.bred.fr/;48.879141,2.290816;Lu0000000000000000;Ma0900130013451800;Me0900130013451800;Je1000130013451800;Ve0900130013451800;Sa0900130000000000;Di0000000000000000;0000;0000;0000;0000;0900;1300;1345;1800;0900;1300;1345;1800;1000;1300;1345;1800;0900;1300;1345;1800;0900;1300;0000;0000;0000;0000;0000;0000
13807;10901;CONCARNEAU CM;2, pl du Général de Gaulle;;CONCARNEAU;29900;Lu0000000000000000Ma0900123014001800Me0900123014001800Je0900123015001800Ve0900123014001800Sa0900123000000000Di0000000000000000;;Banque Populaire Grand Ouest;https://www.bpgo.banquepopulaire.fr/;47.871937,-3.919456;Lu0000000000000000;Ma0900123014001800;Me0900123014001800;Je0900123015001800;Ve0900123014001800;Sa0900123000000000;Di0000000000000000;0000;0000;0000;0000;0900;1230;1400;1800;0900;1230;1400;1800;0900;1230;1500;1800;0900;1230;1400;1800;0900;1230;0000;0000;0000;0000;0000;0000
17807;00375;TOULOUSE SEPT DENIERS;96, rte de Blagnac;;TOULOUSE;31200;Lu0000000000000000Ma0830121513301735Me0830121513301735Je0830121514301735Ve0830121513301735Sa0830123000000000Di0000000000000000;Horaires d'ouverture sur RDV :  Le Mardi Mercredi et Vendredi de 08h30 à 12h15   et 13h30 à 17h35  Le Jeudi de 08h30 à 12h15 et de 14h30 à 17h35  le samedi de 08h30 à 12h30;Banque Populaire Occitane;https://www.occitane.banquepopulaire.fr/;43.61541,1.410119;Lu0000000000000000;Ma0830121513301735;Me0830121513301735;Je0830121514301735;Ve0830121513301735;Sa0830123000000000;Di0000000000000000;0000;0000;0000;0000;0830;1215;1330;1735;0830;1215;1330;1735;0830;1215;1430;1735;0830;1215;1330;1735;0830;1230;0000;0000;0000;0000;0000;0000
18707;00187;MONTIGNY LE BRETONNEUX BANQUE PRIVEE;9, square Newton;;MONTIGNY LE BRETONNEUX;78180;Lu0900130014001800Ma0900130014001800Me0900130014001800Je0900130014001800Ve0900130014001700Sa0000000000000000Di0000000000000000;;Banque Populaire Val de France;https://www.banquepopulaire.fr/valdefrance/;48.791629,2.045405;Lu0900130014001800;Ma0900130014001800;Me0900130014001800;Je0900130014001800;Ve0900130014001700;Sa0000000000000000;Di0000000000000000;0900;1300;1400;1800;0900;1300;1400;1800;0900;1300;1400;1800;0900;1300;1400;1800;0900;1300;1400;1700;0000;0000;0000;0000;0000;0000;0000;0000
18707;00189;CHARTRES AGRI EURE ET LOIR;10-12, allée Pométhée Propylée II;;CHARTRES;28000;Lu0000000000000000Ma0845123013451800Me0845123013451800Je0845123014451800Ve0845123013451800Sa0845121500000000Di0000000000000000;;Banque Populaire Val de France;https://www.banquepopulaire.fr/valdefrance/;48.442283,1.519154;Lu0000000000000000;Ma0845123013451800;Me0845123013451800;Je0845123014451800;Ve0845123013451800;Sa0845121500000000;Di0000000000000000;0000;0000;0000;0000;0845;1230;1345;1800;0845;1230;1345;1800;0845;1230;1445;1800;0845;1230;1345;1800;0845;1215;0000;0000;0000;0000;0000;0000
18707;00625;LA RICHE VITICOLE INDRE ET LOIRE;25, pl Sainte Anne;;LA RICHE;37520;Lu0000000000000000Ma0845123013451800Me0845123013451800Je0845123014451800Ve0845123013451700Sa0845121500000000Di0000000000000000;;Banque Populaire Val de France;https://www.banquepopulaire.fr/valdefrance/;47.391006,0.66651;Lu0000000000000000;Ma0845123013451800;Me0845123013451800;Je0845123014451800;Ve0845123013451700;Sa0845121500000000;Di0000000000000000;0000;0000;0000;0000;0845;1230;1345;1800;0845;1230;1345;1800;0845;1230;1445;1800;0845;1230;1345;1700;0845;1215;0000;0000;0000;0000;0000;0000
16607;00468;AG RUOMS BM;6, RUE NATIONALE;;RUOMS;07120;Lu0000000000000000Ma0810115513351720Me0810115513351720Je0810115515051720Ve0810115513351720Sa0810115000000000Di0000000000000000;;Banque Populaire du Sud;https://www.sud.banquepopulaire.fr/;44.454271,4.340422;Lu0000000000000000;Ma0810115513351720;Me0810115513351720;Je0810115515051720;Ve0810115513351720;Sa0810115000000000;Di0000000000000000;0000;0000;0000;0000;0810;1155;1335;1720;0810;1155;1335;1720;0810;1155;1505;1720;0810;1155;1335;1720;0810;1150;0000;0000;0000;0000;0000;0000
16607;00472;AGDE CMM;4, bd de Monaco;;AGDE;34300;Lu0830120013451730Ma0830120013451730Me0830120013451730Je0830120015151730Ve0830120013451730Sa0000000000000000Di0000000000000000;;Banque Populaire du Sud;https://www.sud.banquepopulaire.fr/;43.310317,3.477857;Lu0830120013451730;Ma0830120013451730;Me0830120013451730;Je0830120015151730;Ve0830120013451730;Sa0000000000000000;Di0000000000000000;0830;1200;1345;1730;0830;1200;1345;1730;0830;1200;1345;1730;0830;1200;1515;1730;0830;1200;1345;1730;0000;0000;0000;0000;0000;0000;0000;0000
10107;00656;CAYENNE 2;Ctre Cial Hyper;ZI Collery;CAYENNE;97300;Lu0000000000000000Ma0845130014301800Me0845130014301800Je0845130015151800Ve0845130014301800Sa0800124500000000Di0000000000000000;;BRED-Banque Populaire;https://www.bred.fr/;;Lu0000000000000000;Ma0845130014301800;Me0845130014301800;Je0845130015151800;Ve0845130014301800;Sa0800124500000000;Di0000000000000000;0000;0000;0000;0000;0845;1300;1430;1800;0845;1300;1430;1800;0845;1300;1515;1800;0845;1300;1430;1800;0800;1245;0000;0000;0000;0000;0000;0000
10107;00657;STE ADRESSE;1, rue de Vitanval;;STE ADRESSE;76310;Lu0000000000000000Ma0845123013301800Me0845123013301800Je0945123013301800Ve0845123013301800Sa0900123013301600Di0000000000000000;;BRED-Banque Populaire;https://www.bred.fr/;49.509172,0.084541;Lu0000000000000000;Ma0845123013301800;Me0845123013301800;Je0945123013301800;Ve0845123013301800;Sa0900123013301600;Di0000000000000000;0000;0000;0000;0000;0845;1230;1330;1800;0845;1230;1330;1800;0945;1230;1330;1800;0845;1230;1330;1800;0900;1230;1330;1600;0000;0000;0000;0000
10107;00659;LIEUSAINT;37, pl du Colombier;;LIEUSAINT;77127;Lu0000000000000000Ma0900130014001800Me0900130014001800Je1000130014001800Ve0900130014001800Sa0900130014001700Di0000000000000000;uniquement sur RDV les après-midi;BRED-Banque Populaire;https://www.bred.fr/;48.633293,2.551948;Lu0000000000000000;Ma0900130014001800;Me0900130014001800;Je1000130014001800;Ve0900130014001800;Sa0900130014001700;Di0000000000000000;0000;0000;0000;0000;0900;1300;1400;1800;0900;1300;1400;1800;1000;1300;1400;1800;0900;1300;1400;1800;0900;1300;1400;1700;0000;0000;0000;0000
13807;10904;MOELAN SUR MER CM;21, pl de l'Eglise;;MOELAN SUR MER;29350;Lu0000000000000000Ma0900123014001800Me0000000000000000Je0900123015001800Ve0000000000000000Sa0900123000000000Di0000000000000000;Votre agence est ouverte uniquement sur rendez-vous l'après-midi.;Banque Populaire Grand Ouest;https://www.bpgo.banquepopulaire.fr/;47.781722,-3.643155;Lu0000000000000000;Ma0900123014001800;Me0000000000000000;Je0900123015001800;Ve0000000000000000;Sa0900123000000000;Di0000000000000000;0000;0000;0000;0000;0900;1230;1400;1800;0000;0000;0000;0000;0900;1230;1500;1800;0000;0000;0000;0000;0900;1230;0000;0000;0000;0000;0000;0000
18707;00186;VERNEUIL SUR SEINE;15 bis, pl du Clos Verger;;VERNEUIL SUR SEINE;78480;Lu0000000000000000Ma0845123013451800Me0845123013451800Je0845123013451800Ve0845123014451800Sa0845121500000000Di0000000000000000;;Banque Populaire Val de France;https://www.banquepopulaire.fr/valdefrance/;48.980877,1.974584;Lu0000000000000000;Ma0845123013451800;Me0845123013451800;Je0845123013451800;Ve0845123014451800;Sa0845121500000000;Di0000000000000000;0000;0000;0000;0000;0845;1230;1345;1800;0845;1230;1345;1800;0845;1230;1345;1800;0845;1230;1445;1800;0845;1215;0000;0000;0000;0000;0000;0000
18707;00190;CHECY AGRICOLE DU LOIRET;5, rue Gustave Eiffel;;CHECY;45430;Lu0900123013451800Ma0900123013451800Me0900123013451800Je0900123014451800Ve0900123013451700Sa0000000000000000Di0000000000000000;;Banque Populaire Val de France;https://www.banquepopulaire.fr/valdefrance/;47.904868,2.031445;Lu0900123013451800;Ma0900123013451800;Me0900123013451800;Je0900123014451800;Ve0900123013451700;Sa0000000000000000;Di0000000000000000;0900;1230;1345;1800;0900;1230;1345;1800;0900;1230;1345;1800;0900;1230;1445;1800;0900;1230;1345;1700;0000;0000;0000;0000;0000;0000;0000;0000
18707;00001;CHARTRES;5, pl des Epars;;CHARTRES;28001;Lu0000000000000000Ma0845123013451800Me0845123013451800Je0845123014451800Ve0845123013451800Sa0845121500000000Di0000000000000000;;Banque Populaire Val de France;https://www.banquepopulaire.fr/valdefrance/;;Lu0000000000000000;Ma0845123013451800;Me0845123013451800;Je0845123014451800;Ve0845123013451800;Sa0845121500000000;Di0000000000000000;0000;0000;0000;0000;0845;1230;1345;1800;0845;1230;1345;1800;0845;1230;1445;1800;0845;1230;1345;1800;0845;1215;0000;0000;0000;0000;0000;0000
16607;00471;LE GRAU DU ROI CMM;49 bis, ave du Commandant Marceau;;LE GRAU DU ROI;30240;Lu0000000000000000Ma0830121513451745Me0830121513451745Je0830121515151745Ve0830121513451745Sa0830120000000000Di0000000000000000;;Banque Populaire du Sud;https://www.sud.banquepopulaire.fr/;43.53988,4.135089;Lu0000000000000000;Ma0830121513451745;Me0830121513451745;Je0830121515151745;Ve0830121513451745;Sa0830120000000000;Di0000000000000000;0000;0000;0000;0000;0830;1215;1345;1745;0830;1215;1345;1745;0830;1215;1515;1745;0830;1215;1345;1745;0830;1200;0000;0000;0000;0000;0000;0000
10107;00665;IFS;Pl Debussy;;IFS;14123;Lu0000000000000000Ma0845123013301800Me0845123013301800Je0945123013301800Ve0845123013301800Sa0900123013301600Di0000000000000000;ouverture uniquement sur RDV les après-midi;BRED-Banque Populaire;https://www.bred.fr/;49.1401,-0.353513;Lu0000000000000000;Ma0845123013301800;Me0845123013301800;Je0945123013301800;Ve0845123013301800;Sa0900123013301600;Di0000000000000000;0000;0000;0000;0000;0845;1230;1330;1800;0845;1230;1330;1800;0945;1230;1330;1800;0845;1230;1330;1800;0900;1230;1330;1600;0000;0000;0000;0000
10107;00668;BARENTIN;23, rue L Leseigneur;;BARENTIN;76360;Lu0000000000000000Ma0900130014001800Me0900130014001800Je1000130014001800Ve0900130014001800Sa0900130014001700Di0000000000000000;;BRED-Banque Populaire;https://www.bred.fr/;49.545246,0.953533;Lu0000000000000000;Ma0900130014001800;Me0900130014001800;Je1000130014001800;Ve0900130014001800;Sa0900130014001700;Di0000000000000000;0000;0000;0000;0000;0900;1300;1400;1800;0900;1300;1400;1800;1000;1300;1400;1800;0900;1300;1400;1800;0900;1300;1400;1700;0000;0000;0000;0000
13807;00717;RENNES GARE;31, ave Janvier;;RENNES;35000;Lu0000000000000000Ma0900123014001800Me0900123014001800Je0900123015001800Ve0900123014001800Sa0900123000000000Di0000000000000000;;Banque Populaire Grand Ouest;https://www.bpgo.banquepopulaire.fr/;48.106385,-1.672907;Lu0000000000000000;Ma0900123014001800;Me0900123014001800;Je0900123015001800;Ve0900123014001800;Sa0900123000000000;Di0000000000000000;0000;0000;0000;0000;0900;1230;1400;1800;0900;1230;1400;1800;0900;1230;1500;1800;0900;1230;1400;1800;0900;1230;0000;0000;0000;0000;0000;0000
18707;00006;LA LOUPE;13, pl de l'Hôtel de Ville;;LA LOUPE;28240;Lu0000000000000000Ma0845123013451800Me0845123013451800Je0845123014451800Ve0845123013451800Sa0845121500000000Di0000000000000000;;Banque Populaire Val de France;https://www.banquepopulaire.fr/valdefrance/;48.471589,1.013503;Lu0000000000000000;Ma0845123013451800;Me0845123013451800;Je0845123014451800;Ve0845123013451800;Sa0845121500000000;Di0000000000000000;0000;0000;0000;0000;0845;1230;1345;1800;0845;1230;1345;1800;0845;1230;1445;1800;0845;1230;1345;1800;0845;1215;0000;0000;0000;0000;0000;0000
16607;00474;CMM MONTPELLIER PORT MARIANNE;52, rue de Syracusse;;MONTPELLIER;34000;Lu0000000000000000Ma0900133014301800Me0900133014301800Je0900133015001800Ve0900133014301800Sa0830124500000000Di0000000000000000;;Banque Populaire du Sud;https://www.sud.banquepopulaire.fr/;43.600506,3.897876;Lu0000000000000000;Ma0900133014301800;Me0900133014301800;Je0900133015001800;Ve0900133014301800;Sa0830124500000000;Di0000000000000000;0000;0000;0000;0000;0900;1330;1430;1800;0900;1330;1430;1800;0900;1330;1500;1800;0900;1330;1430;1800;0830;1245;0000;0000;0000;0000;0000;0000
16807;00208;AGENCE BANQUE PRIVEE LOIRE HAUTE-LOIRE;2, rue Blanqui;;SAINT ETIENNE;42000;Lu0845121513451745Ma0845121513451745Me0845121513451745Je0845121513451745Ve0845121513451745Sa0000000000000000Di0000000000000000;;Banque Populaire Auvergne Rhône Alpes;https://www.bpaura.banquepopulaire.fr/;45.439629,4.387932;Lu0845121513451745;Ma0845121513451745;Me0845121513451745;Je0845121513451745;Ve0845121513451745;Sa0000000000000000;Di0000000000000000;0845;1215;1345;1745;0845;1215;1345;1745;0845;1215;1345;1745;0845;1215;1345;1745;0845;1215;1345;1745;0000;0000;0000;0000;0000;0000;0000;0000
